,Peak,Name,Citizenship,Sex,Age,Oxy,Dth,Host,Year,Season,Month,Day,Time
7492,EVER,Balwant Singh (Bob) Bhania,UK/Kenya,M,59,Yes,No,China,2016,Spr,May,20,7:00
7493,EVER,"Nima Kancha Sherpa (Pare, Khumbu)",Nepal,M,39,Yes,No,China,2016,Spr,May,20,7:00
7494,EVER,"Mingma Nurbu Sherpa (Makalu-6, Makalu-Barun)",Nepal,M,30,Yes,No,Nepal,2016,Spr,May,20,7:15
7495,EVER,Niels Paul Van Buren,Netherlands,M,37,Yes,No,Nepal,2016,Spr,May,20,7:15
7496,EVER,"Phurba Tenzing Sherpa (Beding, Dolakha)",Nepal,M,27,Yes,No,Nepal,2016,Spr,May,20,7:30
7497,EVER,Hua Zhou,China,M,35,Yes,No,Nepal,2016,Spr,May,20,7:30
7498,EVER,"Pema Sherpa (Thamiteng, Khumbu)",Nepal,M,30,Yes,No,China,2016,Spr,May,20,7:35
7499,EVER,Yih Chong Felix Tan,Singapore,M,44,Yes,No,China,2016,Spr,May,20,7:35
7500,EVER,Dhubi Bhadraiah,India,M,28,Yes,No,China,2016,Spr,May,20,7:45
7501,EVER,S. Prabakaran,India,M,29,Yes,No,China,2016,Spr,May,20,7:45
7502,EVER,"Dorchi/Dorje Sherpa (Namche-5, Khumbu)",Nepal,M,49,Yes,No,China,2016,Spr,May,20,7:45
7503,EVER,"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",Nepal,M,43,Yes,No,China,2016,Spr,May,20,7:45
7504,EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",Nepal,M,40,Yes,No,China,2016,Spr,May,20,7:45
7505,EVER,"Pemba Tenzing Sherpa (Tesho, Khumbu)",Nepal,M,24,Yes,No,China,2016,Spr,May,20,7:45
7506,EVER,"Phurita Sherpa (Thami, Khumbu)",Nepal,M,34,Yes,No,China,2016,Spr,May,20,7:45
7507,EVER,Balan Shivaraman,India,M,30,Yes,No,China,2016,Spr,May,20,7:45
7508,EVER,Naba Kumar Phukon,India,M,42,Yes,No,Nepal,2016,Spr,May,20,7:53
7509,EVER,"Lakpa Sherpa (Makalu-9, Makalu-Barun)",Nepal,M,29,Yes,No,Nepal,2016,Spr,May,20,7:53
7510,EVER,"Nga Dawa Sherpa (Makalu-9, Makalu-Barun)",Nepal,M,44,Yes,No,Nepal,2016,Spr,May,20,7:53
7511,EVER,"Pemba Chhoti Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,22,Yes,No,Nepal,2016,Spr,May,20,7:53
7512,EVER,Alexander (Alex) Abramov,Russia,M,52,Yes,No,China,2016,Spr,May,20,8:00
7513,EVER,Eric Ary Arnold,Netherlands,M,36,Yes,Yes,Nepal,2016,Spr,May,20,8:00
7514,EVER,Irena Kharazova,Russia,F,34,Yes,No,China,2016,Spr,May,20,8:00
7515,EVER,Liudmila Korobeshko,Russia,F,41,Yes,No,China,2016,Spr,May,20,8:00
7516,EVER,Vladimir Kotlyar,Russia,M,27,Yes,No,China,2016,Spr,May,20,8:00
7517,EVER,Vladislav Moroz,Russia,M,55,Yes,No,China,2016,Spr,May,20,8:00
7518,EVER,Olegs Pimenovs,Latvia,M,48,Yes,No,China,2016,Spr,May,20,8:00
7519,EVER,Roman Reutov,Russia,M,32,Yes,No,China,2016,Spr,May,20,8:00
7520,EVER,"Kasang Dawa Sherpa (Makalu-9, Makalu-Barun)",Nepal,M,23,Yes,No,Nepal,2016,Spr,May,20,8:00
7521,EVER,"Mingma Thindu (Hapsi) Sherpa (Makalu-9, Makalu-Barun)",Nepal,M,31,Yes,No,Nepal,2016,Spr,May,20,8:00
7522,EVER,"Pasang Gyaljen Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,20,Yes,No,Nepal,2016,Spr,May,20,8:00
7523,EVER,"Sanu Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,41,Yes,No,Nepal,2016,Spr,May,20,8:00
7524,EVER,Yachiyo Suzuki,Japan,F,52,Yes,No,Nepal,2016,Spr,May,20,8:00
7525,EVER,Pieter Johan Van den Broeke,Netherlands,M,58,Yes,No,Nepal,2016,Spr,May,20,8:00
7526,EVER,Robert James Gropel,Australia,M,36,Yes,No,Nepal,2016,Spr,May,20,9:00
7527,EVER,"Dorchi Sherpa (Makalu-4, Makalu-Barun)",Nepal,M,31,Yes,No,Nepal,2016,Spr,May,20,9:00
7528,EVER,"Ngatemba (Nga Temba) Sherpa (Kharikhola, Solukhumbu)",Nepal,M,26,Yes,No,Nepal,2016,Spr,May,20,9:00
7529,EVER,"Pasang Kaji Sherpa (Lokhim-9, Solukhumbu)",Nepal,M,37,Yes,No,Nepal,2016,Spr,May,20,9:00
7530,EVER,Ramesh Raj Shimkada,Nepal,M,35,Yes,No,Nepal,2016,Spr,May,20,9:00
7531,EVER,Gollapalli Ramamurthy Radhika,India,F,40,Yes,No,China,2016,Spr,May,20,9:40
7532,EVER,"Pasang Gyalzen Sherpa (Thamo, Khumbu)",Nepal,M,23,Yes,No,China,2016,Spr,May,20,9:40
7533,EVER,"Samduk Dorje (Sanduk Dorje) Tamang (Pangboche, Khumbu)",Nepal,M,32,Yes,No,China,2016,Spr,May,20,9:40
7534,EVER,Li-Yamu Ma,China,F,46,Yes,No,Nepal,2016,Spr,May,20,10:30
7535,EVER,"Mingma Gyalje Sherpa (Beding, Dolakha)",Nepal,M,30,Yes,No,Nepal,2016,Spr,May,20,10:30
7536,EVER,Tseveendash Bazarkhand,Mongolia,M,47,Yes,No,China,2016,Spr,May,21,
7537,EVER,"Chhangba Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,19,Yes,No,Nepal,2016,Spr,May,21,
7538,EVER,"Dorchi Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,30,Yes,No,China,2016,Spr,May,21,
7539,EVER,"Muktu Lhakpa (Muktuk) Sherpa (Tashigaon, Makalu-Barun)",Nepal,M,43,Yes,No,China,2016,Spr,May,21,
7540,EVER,"Nima Sherpa (Makalu-4, Makalu-Barun)",Nepal,M,20,Yes,No,China,2016,Spr,May,21,
7541,EVER,Nurbu Sherpa (Makalu-Barun),Nepal,M,36,Yes,No,China,2016,Spr,May,21,
7542,EVER,"Nurbu Chhiring Sherpa (Balakharka, Makalu-Barun)",Nepal,M,35,Yes,No,China,2016,Spr,May,21,
7543,EVER,"Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)",Nepal,M,33,Yes,No,China,2016,Spr,May,21,
7544,EVER,"Phunuru (Funuru) Sherpa (Yaphu-9, Makalu-Barun)",Nepal,M,43,Yes,No,China,2016,Spr,May,21,
7545,EVER,"Rinjen Sherpa (Balakharka, Makalu-Barun)",Nepal,M,43,Yes,No,China,2016,Spr,May,21,
7546,EVER,"Sange Sherpa (Tashigaon, Makalu-Barun)",Nepal,M,24,Yes,No,China,2016,Spr,May,21,
7547,EVER,Gianfrancesco (Frans) Torre,Italy,M,45,Yes,No,China,2016,Spr,May,21,
7548,EVER,"Pemba Tshering (Maila) Sherpa (Khumjung, Khumbu)",Nepal,M,29,Yes,No,Nepal,2016,Spr,May,21,3:36
7549,EVER,"Tenzing Dorje Sherpa (Phortse, Khumbu)",Nepal,M,45,Yes,No,Nepal,2016,Spr,May,21,3:36
7550,EVER,Melanie Barnett Southworth,UK,F,48,Yes,No,Nepal,2016,Spr,May,21,3:36
7551,EVER,Alyssa Nicole Azar,Australia,F,19,Yes,No,Nepal,2016,Spr,May,21,3:45
7552,EVER,Peter Johannes Boogaard,Netherlands,M,56,Yes,No,China,2016,Spr,May,21,3:45
7553,EVER,"Dawa Finchok Sherpa (Lamabagar-3, Dolakha)",Nepal,M,33,Yes,No,China,2016,Spr,May,21,3:45
7554,EVER,"Mingma Tshering Sherpa (Beding, Dolakha)",Nepal,M,33,Yes,No,China,2016,Spr,May,21,3:45
7555,EVER,"Pasang Sherpa (Gyabla, Lelep-8, Taplejung)",Nepal,M,38,Yes,No,China,2016,Spr,May,21,3:45
7556,EVER,"Pemba Norbu/Nurbu Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,37,Yes,No,China,2016,Spr,May,21,3:45
7557,EVER,"Phur Gyalzen (Fur Geljen) Sherpa (Yilajung, Khumbu)",Nepal,M,46,Yes,No,Nepal,2016,Spr,May,21,3:45
7558,EVER,"Tashi Sherpa (Beding, Dolakha)",Nepal,M,37,Yes,No,China,2016,Spr,May,21,3:45
7559,EVER,Trevor Martin Stuart,Canada,M,45,Yes,No,China,2016,Spr,May,21,3:45
7560,EVER,Andrea Ursina Zimmermann,Switzerland,F,39,Yes,No,China,2016,Spr,May,21,3:45
7561,EVER,Ramin A. Behmand,USA,M,47,Yes,No,Nepal,2016,Spr,May,21,4:03
7562,EVER,"Dawa Tenzing/Tenjing Sherpa (Pare, Khumbu)",Nepal,M,19,Yes,No,Nepal,2016,Spr,May,21,4:03
7563,EVER,"Fura Gyalzen Sherpa (Phortse, Khumbu)",Nepal,M,19,Yes,No,Nepal,2016,Spr,May,21,4:03
7564,EVER,Isaiah Paul Janzen,USA,M,30,Yes,No,Nepal,2016,Spr,May,21,4:36
7565,EVER,"Tshering Tashi Sherpa (Khumjung, Khumbu)",Nepal,M,30,Yes,No,Nepal,2016,Spr,May,21,4:36
7566,EVER,Kimberly Caryn Hess,USA,F,31,Yes,No,Nepal,2016,Spr,May,21,5:03
7567,EVER,Jayanthi Kuru Utumpala,Sri Lanka,F,36,Yes,No,Nepal,2016,Spr,May,21,5:03
7568,EVER,"Ang Karma Sherpa (Phortse, Khumbu)",Nepal,M,41,Yes,No,Nepal,2016,Spr,May,21,5:03
7569,EVER,"Mingma Sherpa (Phortse, Khumbu)",Nepal,M,39,Yes,No,Nepal,2016,Spr,May,21,5:03
7570,EVER,Steven Michael Hess,USA,M,39,Yes,No,Nepal,2016,Spr,May,21,5:07
7571,EVER,"Rita Geljen Sherpa (Pare, Khumbu)",Nepal,M,39,Yes,No,Nepal,2016,Spr,May,21,5:07
7572,EVER,Miguel Madrid Lopez,Spain,M,45,Yes,No,China,2016,Spr,May,21,5:15
7573,EVER,Adam Krzysztof Rucinski,Poland,M,43,Yes,No,China,2016,Spr,May,21,5:15
7574,EVER,"Mingma Temba Sherpa (Yaphu-9, Makalu-Barun)",Nepal,M,36,Yes,No,China,2016,Spr,May,21,5:15
7575,EVER,"Pema Sherpa (Ekuwa, Pathivara-1, Makalu-Barun)",Nepal,M,42,Yes,No,China,2016,Spr,May,21,5:15
7576,EVER,Anish Luitel,Nepal,M,22,Yes,No,Nepal,2016,Spr,May,21,5:27
7577,EVER,"Ki Dorjee Sherpa (Gudel-9, Solukhumbu)",Nepal,M,33,Yes,No,Nepal,2016,Spr,May,21,5:27
7578,EVER,Rudra Prasad Halder,India,M,38,Yes,No,Nepal,2016,Spr,May,21,5:35
7579,EVER,Malay Mukherjee,India,M,35,Yes,No,Nepal,2016,Spr,May,21,5:35
7580,EVER,Ramesh Chandra Roy,India,M,44,Yes,No,Nepal,2016,Spr,May,21,5:35
7581,EVER,"Pemba Chhiring Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,40,Yes,No,Nepal,2016,Spr,May,21,5:35
7582,EVER,"Pemba Chhuti (Pemba Chhoti) Sherpa (Yaphu-9, Makalu-Barun)",Nepal,M,42,Yes,No,Nepal,2016,Spr,May,21,5:35
7583,EVER,"Phurba Dorchi Sherpa (Makalu-5, Makalu-Barun)",Nepal,M,31,Yes,No,Nepal,2016,Spr,May,21,5:35
7584,EVER,"Phurba Ongdi Sherpa (Makalu-3, Makalu-Barun)",Nepal,M,35,Yes,No,Nepal,2016,Spr,May,21,5:35
7585,EVER,Satyarup Siddhanta,India,M,33,Yes,No,Nepal,2016,Spr,May,21,5:35
7586,EVER,Fraser Leith McKenzie,Australia,M,54,Yes,No,Nepal,2016,Spr,May,21,5:46
7587,EVER,"Lakpa Sherpa (Yilajung, Khumbu)",Nepal,M,23,Yes,No,Nepal,2016,Spr,May,21,5:46
7588,EVER,"Phinjo Dorje (Finjo Dorje) Sherpa (Pangboche, Khumbu)",Nepal,M,29,Yes,No,Nepal,2016,Spr,May,21,5:46
7589,EVER,William Barkley (Bill) Allen,USA,M,45,Yes,No,Nepal,2016,Spr,May,21,6:00
7590,EVER,Gregory John (Greg) Blasic,USA,M,56,Yes,No,Nepal,2016,Spr,May,21,6:00
7591,EVER,Vanessa Anne Blasic,USA,F,27,Yes,No,Nepal,2016,Spr,May,21,6:00
7592,EVER,Rosier Alexandre Saraiva Filho,Brazil,M,47,Yes,No,China,2016,Spr,May,21,6:00
7593,EVER,"Da Ongchhu (Dawangchu) Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,37,Yes,No,Nepal,2016,Spr,May,21,6:00
7594,EVER,"Karma Gyalzen (Karma Gyalgen) Sherpa (Charwo, Sotang, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,2016,Spr,May,21,6:00
7595,EVER,"Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)",Nepal,M,41,Yes,No,China,2016,Spr,May,21,6:00
7596,EVER,"Tawa Chhiri Sherpa (Charwo, Sotang-6, Solukhumbu)",Nepal,M,37,Yes,No,Nepal,2016,Spr,May,21,6:00
7597,EVER,Brian Neil Freeman,Australia,M,52,Yes,No,Nepal,2016,Spr,May,21,6:14
7598,EVER,"Shera Gyalzen Sherpa (Khumjung, Khumbu)",Nepal,M,28,Yes,No,Nepal,2016,Spr,May,21,6:14
7599,EVER,Igor Demyanenko,Russia,M,50,Yes,No,China,2016,Spr,May,21,6:20
7600,EVER,Denis Provalov,Russia,M,47,Yes,No,China,2016,Spr,May,21,6:20
7601,EVER,Ratnesh Pandey,India,M,31,Yes,No,Nepal,2016,Spr,May,21,6:33
7602,EVER,"Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)",Nepal,M,41,Yes,No,Nepal,2016,Spr,May,21,6:33
7603,EVER,Lynne Patricia Hanna,UK,F,54,Yes,No,China,2016,Spr,May,21,6:45
7604,EVER,Noel Richmond Hanna,UK,M,49,Yes,No,China,2016,Spr,May,21,6:45
7605,EVER,Janusz Mieczyslaw Kochanski,Poland,M,53,Yes,No,China,2016,Spr,May,21,6:45
7606,EVER,Sergei Larin,Russia,M,56,Yes,No,China,2016,Spr,May,21,6:45
7607,EVER,Tatiana Yalovchak,Ukraine,F,36,Yes,No,China,2016,Spr,May,21,6:45
7608,EVER,Aparna Kumar,India,F,41,Yes,No,China,2016,Spr,May,21,7:12
7609,EVER,Christiano Pinheiro Muller,Brazil,M,38,Yes,No,Nepal,2016,Spr,May,21,7:12
7610,EVER,"Ngima Dorje (Nima Dorje) Sherpa (Pare, Khumbu)",Nepal,M,31,Yes,No,Nepal,2016,Spr,May,21,7:12
7611,EVER,"Phurbu Kusang Sherpa (Makalu-9, Makalu-Barun)",Nepal,M,42,Yes,No,China,2016,Spr,May,21,7:12
7612,EVER,"Dawa Dendi (Dawa Tendi) Sherpa (Gudel-4, Solukhumbu)",Nepal,M,39,Yes,No,China,2016,Spr,May,21,7:15
7613,EVER,Satoshi Tamura,Japan,M,51,Yes,No,China,2016,Spr,May,21,7:15
7614,EVER,Paul Hegge,Belgium,M,49,Yes,No,China,2016,Spr,May,21,7:20
7615,EVER,Sophie Lenaerts,Belgium,F,40,Yes,No,China,2016,Spr,May,21,7:20
7616,EVER,Joshua Tyler McDowell,USA,M,30,Yes,No,Nepal,2016,Spr,May,21,7:20
7617,EVER,"Dawa Chhiring Sherpa (Lelep-8, Taplejung)",Nepal,M,27,Yes,No,China,2016,Spr,May,21,7:20
7618,EVER,"Lhakpa Nuru Sherpa (Thamiteng, Khumbu)",Nepal,M,45,Yes,No,Nepal,2016,Spr,May,21,7:20
7619,EVER,"Nima Tendu (Nima Thenduk) Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,42,Yes,No,China,2016,Spr,May,21,7:20
7620,EVER,Siva Ram Venkata Hota,USA,M,44,Yes,No,Nepal,2016,Spr,May,21,7:30
7621,EVER,"Palden Sherpa (Salleri-7, Solukhumbu)",Nepal,M,39,Yes,No,Nepal,2016,Spr,May,21,7:30
7622,EVER,"Pemba Gyalzen Sherpa (Phortse, Khumbu)",Nepal,M,41,Yes,No,Nepal,2016,Spr,May,21,7:30
7623,EVER,Emily Evelyn Johnston,USA,F,53,Yes,No,Nepal,2016,Spr,May,21,7:35
7624,EVER,Justin Reese Merle,USA,M,37,Yes,No,Nepal,2016,Spr,May,21,7:48
7625,EVER,Paul Stuart Pottinger,USA,M,48,Yes,No,Nepal,2016,Spr,May,21,7:48
7626,EVER,"Pasang Kami (PK) Sherpa (Phortse, Khumbu)",Nepal,M,36,Yes,No,Nepal,2016,Spr,May,21,7:48
7627,EVER,"Phura Temba Sherpa (Phortse, Khumbu)",Nepal,M,19,Yes,No,Nepal,2016,Spr,May,21,7:48
7628,EVER,Harshad Kamalaksha Rao,India,M,27,Yes,No,Nepal,2016,Spr,May,21,8:08
7629,EVER,"Pasang Temba Sherpa (Thami, Khumbu)",Nepal,M,46,Yes,No,Nepal,2016,Spr,May,21,8:08
7630,EVER,Leslie Joan Gullahorn Olson,USA,F,47,Yes,No,Nepal,2016,Spr,May,21,9:12
7631,EVER,Michael Aaron Hamill,USA,M,38,Yes,No,Nepal,2016,Spr,May,21,9:12
7632,EVER,"Pemba Gyaltsen Sherpa (Phortse, Khumbu)",Nepal,M,22,Yes,No,Nepal,2016,Spr,May,21,9:12
7633,EVER,"Phura Jangbu (Fura Jangbu) Sherpa (Pangboche, Khumbu)",Nepal,M,19,Yes,No,Nepal,2016,Spr,May,21,9:12
7634,EVER,Rigzen Dolker,India,F,20,Yes,No,Nepal,2016,Spr,May,21,11:00
7635,EVER,Guarav Karki,India,M,46,Yes,No,Nepal,2016,Spr,May,21,11:00
7636,EVER,Lalrintluangi,India,F,20,Yes,No,Nepal,2016,Spr,May,21,11:00
7637,EVER,Tashi Laskit,India,F,19,Yes,No,Nepal,2016,Spr,May,21,11:00
7638,EVER,Pooja Mehra,India,F,18,Yes,No,Nepal,2016,Spr,May,21,11:00
7639,EVER,Deepika Rathore,India,F,31,Yes,No,Nepal,2016,Spr,May,21,11:00
7640,EVER,"Ang Dorje Sherpa (Kharikhola, Solukhumbu)",Nepal,M,23,Yes,No,Nepal,2016,Spr,May,21,11:00
7641,EVER,"Ang Gombu Sherpa (Waku-4, Solukhumbu)",Nepal,M,26,Yes,No,Nepal,2016,Spr,May,21,11:00
7642,EVER,"Mingma Chhiri Sherpa (Kharikhola, Solukhumbu)",Nepal,M,21,Yes,No,Nepal,2016,Spr,May,21,11:00
7643,EVER,"Mingmar Dorje Sherpa (Gudel-9, Solukhumbu)",Nepal,M,34,Yes,No,Nepal,2016,Spr,May,21,11:00
7644,EVER,"Sonam Chhiring Sherpa (Waku-4, Solukhumbu)",Nepal,M,24,Yes,No,Nepal,2016,Spr,May,21,11:00
7645,EVER,Balkar Singh,India,M,41,Yes,No,Nepal,2016,Spr,May,21,11:00
7646,EVER,Sulaxchana Tamang,India,F,22,Yes,No,Nepal,2016,Spr,May,21,11:00
7647,EVER,Ramesh Bahadur Thapa Magar,Nepal,M,32,Yes,No,Nepal,2016,Spr,May,21,11:00
7648,EVER,Subhas Paul,India,M,43,Yes,Yes,Nepal,2016,Spr,May,21,13:45
7649,EVER,"Lakpa Tharke Sherpa (Nalbu-2, Taplejung)",Nepal,M,22,Yes,No,Nepal,2016,Spr,May,21,13:45
7650,EVER,Ang Gelu Sherpa,Nepal,M,NaN,Yes,No,Nepal,2016,Spr,May,22,
7651,EVER,"Ang Ngima Sherpa (Chaurikharka-3, Khumbu)",Nepal,M,32,Yes,No,Nepal,2016,Spr,May,22,
7652,EVER,"Lakpa Nuru Sherpa (Jubing-7, Solukhumbu)",Nepal,M,18,Yes,No,Nepal,2016,Spr,May,22,
7653,EVER,"Lama Dawa Sherpa (Sibuje, Waku-4, Solukhumbu)",Nepal,M,41,Yes,No,Nepal,2016,Spr,May,22,
7654,EVER,"Lama Kusang Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,25,Yes,No,Nepal,2016,Spr,May,22,
7655,EVER,"Mingma Dorje Sherpa (Sibuje, Waku-4, Solukhumbu)",Nepal,M,46,Yes,No,Nepal,2016,Spr,May,22,
7656,EVER,"Pasang Nuru Sherpa (Bupsa, Jubing-5, Solukhumbu)",Nepal,M,42,Yes,No,China,2016,Spr,May,22,
7657,EVER,"Pemba Ongchu (Pemba Wangchu) Sherpa (Kharikhola, Solukhumbu)",Nepal,M,32,Yes,No,Nepal,2016,Spr,May,22,
7658,EVER,Thomas Huntington Pollard,USA,M,54,Yes,No,Nepal,2016,Spr,May,22,2:40
7659,EVER,"Lhakpa Gyalzen Sherpa (Pangom, Jubing-8, Solukhumbu)",Nepal,M,24,Yes,No,Nepal,2016,Spr,May,22,2:40
7660,EVER,Zebulon (Zeb) Blais,USA,M,34,Yes,No,China,2016,Spr,May,22,4:16
7661,EVER,Bryan Larry Osoro,USA,M,35,Yes,No,China,2016,Spr,May,22,4:16
7662,EVER,Chad Fleming Peele,USA,M,42,Yes,No,China,2016,Spr,May,22,4:16
7663,EVER,Trudi Anne Seiwald,USA,F,56,Yes,No,China,2016,Spr,May,22,4:16
7664,EVER,"Mingma Tshering (Mingma Chhiring) Sherpa (Phortse, Khumbu)",Nepal,M,44,Yes,No,China,2016,Spr,May,22,4:16
7665,EVER,"Panuru (Pasang Nuru, Pa Nuru) Sherpa (Phortse, Khumbu)",Nepal,M,48,Yes,No,China,2016,Spr,May,22,4:16
7666,EVER,"Pasang Rinji Sherpa (Phortse, Khumbu)",Nepal,M,39,Yes,No,China,2016,Spr,May,22,4:16
7667,EVER,Michael (Mick) Allen,UK,M,37,Yes,No,China,2016,Spr,May,22,4:40
7668,EVER,"Rinjin Bhote (Hatiya-1, Makalu-Barun)",Nepal,M,22,Yes,No,Nepal,2016,Spr,May,22,5:00
7669,EVER,Christian Hamish Harling,UK,M,42,Yes,No,China,2016,Spr,May,22,5:00
7670,EVER,Andrew (WhyteSpace) James,UK,M,NaN,Yes,No,China,2016,Spr,May,22,5:00
7671,EVER,Youbarj Nachhiring Rai,Nepal,M,37,Yes,No,Nepal,2016,Spr,May,22,5:00
7672,EVER,"Phurba Ongel Sherpa (Sedua, Makalu-Barun)",Nepal,M,34,Yes,No,China,2016,Spr,May,22,5:00
7673,EVER,Lakpa Dendi Sherpa (Solukhumbu),Nepal,M,39,Yes,No,China,2016,Spr,May,22,5:30
7674,EVER,Andrew (Andy) Taylor,UK,M,46,Yes,No,China,2016,Spr,May,22,5:30
7675,EVER,Tsering Angmo,India,F,21,Yes,No,Nepal,2016,Spr,May,22,7:40
7676,EVER,Trishala Gurung,India,F,23,Yes,No,Nepal,2016,Spr,May,22,7:40
7677,EVER,Stanzin Laskit,India,F,18,Yes,No,Nepal,2016,Spr,May,22,7:40
7678,EVER,Bishnu Bahadur Rana,Nepal,M,32,Yes,No,Nepal,2016,Spr,May,22,8:00
7679,EVER,Luis Alvarez,Mexico,M,54,Yes,No,China,2016,Spr,May,22,9:30
7680,EVER,"Jangbu Sherpa (Kharikhola, Solukhumbu)",Nepal,M,36,Yes,No,China,2016,Spr,May,22,9:30
7681,EVER,Ara Khatchadourian,France,M,51,Yes,No,China,2016,Spr,May,22,10:00
7682,EVER,Vishal Ahlawat,India,M,40,Yes,No,Nepal,2016,Spr,May,22,10:10
7683,EVER,Dolyne Kharbhih,India,F,30,Yes,No,Nepal,2016,Spr,May,22,10:10
7684,EVER,Kumari Nutan,India,F,21,Yes,No,Nepal,2016,Spr,May,22,10:10
7685,EVER,Alan Jacob Keller,Canada,M,32,Yes,No,Nepal,2016,Spr,May,23,4:20
7686,EVER,"Ila Nuru Sherpa (Phortse, Khumbu)",Nepal,M,18,Yes,No,Nepal,2016,Spr,May,23,4:20
7687,EVER,"Pasang Nima Sherpa (Phortse, Khumbu)",Nepal,M,23,Yes,No,Nepal,2016,Spr,May,23,4:20
7688,EVER,"Karma Gyalzen Sherpa (Namche-5, Khumbu)",Nepal,M,25,Yes,No,Nepal,2016,Spr,May,23,4:38
7689,EVER,"Kanchha Nuru Sherpa (Phortse, Khumbu)",Nepal,M,33,Yes,No,Nepal,2016,Spr,May,23,4:50
7690,EVER,Christian Muller Zou,Germany,M,36,Yes,No,Nepal,2016,Spr,May,23,4:50
7691,EVER,"Pasang Kami Sherpa (Phortse, Khumbu)",Nepal,M,26,Yes,No,Nepal,2016,Spr,May,23,5:05
7692,EVER,"Namgel Dorje Tamang (Pangboche, Khumbu)",Nepal,M,18,Yes,No,Nepal,2016,Spr,May,23,5:05
7693,EVER,Barton Lynn Williams,USA,M,61,Yes,No,Nepal,2016,Spr,May,23,5:05
7694,EVER,Darren Vincent Rogers,USA,M,46,Yes,No,Nepal,2016,Spr,May,23,5:09
7695,EVER,"Mingma Sona Sherpa (Phortse, Khumbu)",Nepal,M,25,Yes,No,Nepal,2016,Spr,May,23,5:09
7696,EVER,Marin Minamiya,Japan,F,19,Yes,No,Nepal,2016,Spr,May,23,5:10
7697,EVER,"Phu Tashi Sherpa (Phortse, Khumbu)",Nepal,M,38,Yes,No,Nepal,2016,Spr,May,23,5:10
7698,EVER,Craig Alan Barlow,USA,M,42,Yes,No,Nepal,2016,Spr,May,23,5:18
7699,EVER,"Chhewang Lendu (Tsewang Lendu) Sherpa (Phortse, Khumbu)",Nepal,M,36,Yes,No,Nepal,2016,Spr,May,23,5:18
7700,EVER,"Pemba Tshering Sherpa (Phortse, Khumbu)",Nepal,M,20,Yes,No,Nepal,2016,Spr,May,23,5:32
7701,EVER,Enrico Cambini,Italy,M,51,Yes,No,Nepal,2016,Spr,May,23,5:44
7702,EVER,"Ang Pemba Sherpa (Yilajung, Khumbu)",Nepal,M,31,Yes,No,Nepal,2016,Spr,May,23,5:44
7703,EVER,Karl Robert (Kari) Kobler,Switzerland,M,61,Yes,No,China,2016,Spr,May,23,7:00
7704,EVER,"Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,33,Yes,No,China,2016,Spr,May,23,7:00
7705,EVER,Anders Erik Karl Bergvall,Sweden,M,40,Yes,No,China,2016,Spr,May,23,8:45
7706,EVER,Ry Fable,USA,M,43,Yes,No,China,2016,Spr,May,23,8:45
7707,EVER,Juergen Michael Landmann,Germany,M,46,Yes,No,China,2016,Spr,May,23,8:45
7708,EVER,Robert Canice Mortell,Ireland,M,26,Yes,No,China,2016,Spr,May,23,8:45
7709,EVER,David Joseph O'Brien,UK,M,50,Yes,No,China,2016,Spr,May,23,8:45
7710,EVER,"Ang Pasang Sherpa (Patle-4, Okhaldhunga)",Nepal,M,31,Yes,No,China,2016,Spr,May,23,8:45
7711,EVER,"Gyalzen/Gyalje Sherpa (Patle-4, Okhaldhunga)",Nepal,M,42,Yes,No,China,2016,Spr,May,23,8:45
7712,EVER,"Nawang Nuri (Nganga Nuri) Sherpa (Dhaurkarkha, Patle-4, Okhaldhunga)",Nepal,M,37,Yes,No,China,2016,Spr,May,23,8:45
7713,EVER,"Pemarinji Sherpa (Patle-6, Okhaldhunga)",Nepal,M,22,Yes,No,China,2016,Spr,May,23,8:45
7714,EVER,Alexander Von Cramm,Germany,M,51,Yes,No,China,2016,Spr,May,23,8:45
7715,EVER,Nicholas John (Nick) Durack,UK,M,36,Yes,No,China,2016,Spr,May,23,9:25
7716,EVER,"Ang Kami Sherpa (Gudel-5, Solukhumbu)",Nepal,M,33,Yes,No,China,2016,Spr,May,23,9:25
7717,EVER,"Kusang Tenzing Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,30,Yes,No,China,2016,Spr,May,23,9:25
